CASE;CASE_X;CASE_Y;CASE_Z;STRESS;INT;REF;CRIT;LOC;MESH_X;MESH_Y;MESH_Z;LOAD_N;SIG_0_ABS;SIG_0;VTK;ERR_EXT;PIA_FIX;GP_DEBUG
POR;50.8;10.0;1.5;RAW;EM;EMX;PIA;A;8;12;6;3.45;False;1.0;1;1;1;0
