Mesh;Loadcase;LOAD_N;SIG_0_ABS;SIG_0;sigma0;m;V_mesh;A_mesh;Pf_mesh;S_mesh;VF_Gauss26;PF_Gauss26
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;27;0.01024705636;;0.7462062866157365;119.883583;0.01024705636;0.7462062866157365
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;28;0.0096886698;;0.7886637240776844;119.883583;0.0096886698;0.7886637240776844
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;29;0.00917977748;;0.8288961067090079;119.883583;0.00917977748;0.8288961067090079
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;30;0.00871438348;;0.8659071492645702;119.883583;0.00871438348;0.8659071492645702
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;31;0.00828734972;;0.8988036503360239;119.883583;0.00828734972;0.8988036503360239
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;32;0.00789439492;;0.926901806281403;119.883583;0.00789439492;0.926901806281403
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;33;0.00753182032;;0.9498161272028556;119.883583;0.00753182032;0.9498161272028556
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;34;0.00719638028;;0.967523515879069;119.883583;0.00719638028;0.967523515879069
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;35;0.00688531528;;0.980377877922732;119.883583;0.00688531528;0.980377877922732
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;36;0.00659617828;;0.9890546139833624;119.883583;0.00659617828;0.9890546139833624
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;37;0.00632687844;;0.9944367481938604;119.883583;0.00632687844;0.9944367481938604
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;38;0.00607553544;;0.9974625440978774;119.883583;0.00607553544;0.9974625440978774
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;39;0.00584047472;;0.9989797873431744;119.883583;0.00584047472;0.9989797873431744
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;40;0.00562029004;;0.9996459162141424;119.883583;0.00562029004;0.9996459162141424
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;41;0.00541366452;;0.9998964761908068;119.883583;0.00541366452;0.9998964761908068
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;42;0.0052194204;;0.9999752201280476;119.883583;0.0052194204;0.9999752201280476
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;43;0.00503660272;;0.9999953044437704;119.883583;0.00503660272;0.9999953044437704
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;44;0.00486422376;;0.999999322591577;119.883583;0.00486422376;0.999999322591577
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;45;0.00470152172;;0.9999999289469744;119.883583;0.00470152172;0.9999999289469744
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;46;0.00454769608;;0.999999994864185;119.883583;0.00454769608;0.999999994864185
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;47;0.0044020894;;0.9999999997598068;119.883583;0.0044020894;0.9999999997598068
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;48;0.00426412748;;0.9999999999932502;119.883583;0.00426412748;0.9999999999932502
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;49;0.00413318864;;0.9999999999998954;119.883583;0.00413318864;0.9999999999998954
24x24;PWH-400x400x1-PIA-V-AVG;40.0;True;100.0;100.0;50;0.00400887756;;0.9999999999999992;119.883583;0.00400887756;0.9999999999999992
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;1;53389.0312;;1.0;119.88358;53389.0312;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;2;17813.41992;;1.0;119.88358;17813.41992;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;3;5943.9756;;1.0;119.88358;5943.9756;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;4;1983.485352;;1.0;119.88358;1983.485352;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;5;661.940916;;1.0;119.88358;661.940916;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;6;220.9496004;;1.0;119.88358;220.9496004;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;7;73.7829056;;1.0;119.88358;73.7829056;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;8;24.66517256;;1.0;119.88358;24.66517256;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;9;8.2674818;;1.0;119.88358;8.2674818;1.0
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;10;2.789854048;;0.9999999628084292;119.88358;2.789854048;0.9999999628084292
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;11;0.957560956;;0.999123170315754;119.88358;0.957560956;0.999123170315754
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;12;0.3426559268;;0.9511878356644662;119.88358;0.3426559268;0.9511878356644662
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;13;0.1346988676;;0.7590378249491988;119.88358;0.1346988676;0.7590378249491988
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;14;0.063058518;;0.550083156083521;119.88358;0.063058518;0.550083156083521
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;15;0.03729842232;;0.4324074431487867;119.88358;0.03729842232;0.4324074431487867
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;16;0.0271503646;;0.3899608046991885;119.88358;0.0271503646;0.3899608046991885
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;17;0.02244786172;;0.3873002443441924;119.88358;0.02244786172;0.3873002443441924
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;18;0.01975040136;;0.4035228997430329;119.88358;0.01975040136;0.4035228997430329
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;19;0.01787440664;;0.4291430698681397;119.88358;0.01787440664;0.4291430698681397
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;20;0.01639689692;;0.4601868195392871;119.88358;0.01639689692;0.4601868195392871
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;21;0.01515557616;;0.4949844053414419;119.88358;0.01515557616;0.4949844053414419
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;22;0.01407916656;;0.5327238631379321;119.88358;0.01407916656;0.5327238631379321
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;23;0.01313114352;;0.5728835646614069;119.88358;0.01313114352;0.5728835646614069
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;24;0.01228801348;;0.6149434723407161;119.88358;0.01228801348;0.6149434723407161
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;25;0.01153301912;;0.6583027489952129;119.88358;0.01153301912;0.6583027489952129
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;26;0.01085332128;;0.7022426474501517;119.88358;0.01085332128;0.7022426474501517
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;27;0.0102386214;;0.7459194216341318;119.88358;0.0102386214;0.7459194216341318
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;28;0.0096805012;;0.7883863671717621;119.88358;0.0096805012;0.7883863671717621
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;29;0.00917175412;;0.8286316568048298;119.88358;0.00917175412;0.8286316568048298
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;30;0.00870652312;;0.8656637078838372;119.88358;0.00870652312;0.8656637078838372
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;31;0.00827972872;;0.8985900746972664;119.88358;0.00827972872;0.8985900746972664
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;32;0.0078869518;;0.9267211400356496;119.88358;0.0078869518;0.9267211400356496
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;33;0.0075245402;;0.949670657516499;119.88358;0.0075245402;0.949670657516499
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;34;0.007189312;;0.9674139133641052;119.88358;0.007189312;0.9674139133641052
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;35;0.00687842304;;0.9803004439877534;119.88358;0.00687842304;0.9803004439877534
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;36;0.00658944016;;0.9890039726965076;119.88358;0.00658944016;0.9890039726965076
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;37;0.00632033356;;0.9944067637688244;119.88358;0.00632033356;0.9944067637688244
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;38;0.00606912932;;0.9974464885855416;119.88358;0.00606912932;0.9974464885855416
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;39;0.00583422928;;0.9989722385040464;119.88358;0.00583422928;0.9989722385040464
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;40;0.00561421832;;0.9996428607638448;119.88358;0.00561421832;0.9996428607638448
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;41;0.00540772732;;0.9998954281820476;119.88358;0.00540772732;0.9998954281820476
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;42;0.00521364528;;0.9999749273537096;119.88358;0.00521364528;0.9999749273537096
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;43;0.00503096684;;0.9999952394725696;119.88358;0.00503096684;0.9999952394725696
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;44;0.00485876296;;0.999999311691478;119.88358;0.00485876296;0.999999311691478
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;45;0.00469616708;;0.9999999276010836;119.88358;0.00469616708;0.9999999276010836
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;46;0.00454247416;;0.9999999947502666;119.88358;0.00454247416;0.9999999947502666
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;47;0.00439699648;;0.9999999997535656;119.88358;0.00439699648;0.9999999997535656
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;48;0.00425916584;;0.9999999999930448;119.88358;0.00425916584;0.9999999999930448
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;49;0.00412835648;;0.9999999999998918;119.88358;0.00412835648;0.9999999999998918
24x24;PWH-400x400x1-PIA-V-RAW;40.0;True;100.0;100.0;50;0.00400413992;;0.9999999999999992;119.88358;0.00400413992;0.9999999999999992
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;1;;2132.311768;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;2;;1491.382692;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;3;;1133.916136;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;4;;909.849976;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;5;;758.273256;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;6;;649.638304;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;7;;568.184816;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;8;;504.9003;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;9;;454.321532;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;10;;412.966796;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;11;;378.5186156;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;12;;349.3772276;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;13;;324.4022216;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;14;;302.75885;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;15;;283.82135;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;16;;267.11203;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;17;;252.25943;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;18;;238.9708556;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;19;;227.010498;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;20;;216.1894072;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;21;;206.3521272;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;22;;197.3701628;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;23;;189.1367188;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;24;;181.561844;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;25;;174.569748;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;26;;168.09552;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;27;;162.0837248;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;28;;156.4867096;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;29;;151.26268;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;30;;146.3755644;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;31;;141.7939912;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;32;;137.4900512;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;33;;133.4393616;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;34;;129.6201324;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;35;;126.01297;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;36;;122.6008072;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;37;;119.368248;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;38;;116.3014832;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;39;;113.3880156;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;40;;110.616722;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;41;;107.9774248;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;42;;105.4607544;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;43;;103.058548;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;44;;100.76313;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;45;;98.5674668;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;46;;96.4653472;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;47;;94.450714;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;48;;92.5182344;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;49;;90.66317;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-AVG;3.45;False;1.0;911.179443;50;;88.8807984;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;1;;2132.959472;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;2;;1491.443604;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;3;;1133.907348;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;4;;909.837404;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;5;;758.264344;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;6;;649.63324;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;7;;568.18402;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;8;;504.9028;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;9;;454.325776;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;10;;412.972168;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;11;;378.5244444;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;12;;349.383484;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;13;;324.4086;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;14;;302.764984;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;15;;283.8276064;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;16;;267.1181032;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;17;;252.2656096;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;18;;238.976654;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;19;;227.016266;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;20;;216.1952364;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;21;;206.3577576;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;22;;197.3756868;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;23;;189.1422424;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;24;;181.5674132;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;25;;174.5750884;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;26;;168.1009828;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;27;;162.089142;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;28;;156.4919432;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;29;;151.2678072;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;30;;146.3808136;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;31;;141.799164;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;32;;137.4953004;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;33;;133.4444276;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;34;;129.625168;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;35;;126.0179368;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;36;;122.6058808;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;37;;119.3732832;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;38;;116.30645;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;39;;113.3930132;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;40;;110.6216888;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;41;;107.9822692;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;42;;105.4656524;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;43;;103.0634384;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;44;;100.7680132;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;45;;98.57238;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;46;;96.4700928;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;47;;94.4554672;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;48;;92.523094;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;49;;90.6680376;1.0;911.179443;;1.0
24x36x6;POR-50.8x0x1.5-PIA-A-RAW;3.45;False;1.0;911.179443;50;;88.8855972;1.0;911.179443;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;1;;212995.3124;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;2;;149243.9532;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;3;;113448.7188;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;4;;90996.0236;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;5;;75812.172;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;6;;64936.5;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;7;;56786.7852;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;8;;50457.8712;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;9;;45401.254;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;10;;41267.6288;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;11;;37824.78124;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;12;;34912.51172;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;13;;32416.67968;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;14;;30253.83008;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;15;;28361.41408;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;16;;26691.666;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;17;;25207.51368;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;18;;23879.55272;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;19;;22684.41016;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;20;;21603.08788;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;21;;20620.04688;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;22;;19722.49608;1.0;910.479614;;1.0
24x36x6;POR-50.8x10.0x1.5-PIA-A-AVG;3.45;False;1.0;910.479614;23;;18899.75976;1.0;910.479614;;1.0
